Symbol,MarketCap,Name,LastSale,IPOyear,Sector,industry,Summary Quote
OPGN,$14.44M,"OpGen, Inc.",0.28,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgn
OPGNW,n/a,"OpGen, Inc.",0.069,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgnw
OPHT,$97.05M,Ophthotech Corporation,2.7,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht
OPNT,$74.98M,"Opiant Pharmaceuticals, Inc.",37,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/opnt
OPK,$3.63B,"Opko Health, Inc.",6.485,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opk
OBAS,$36.24M,Optibase Ltd.,6.95,1999,Finance,Real Estate,http://www.nasdaq.com/symbol/obas
OCC,$15.77M,Optical Cable Corporation,2.15,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/occ
OPHC,$2.24M,"OptimumBank Holdings, Inc.",2.0301,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
OPB,$863.49M,Opus Bank,23.2,2014,n/a,n/a,http://www.nasdaq.com/symbol/opb
ORMP,$126.55M,Oramed Pharmaceuticals Inc.,9.5,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ormp
OSUR,$1.29B,"OraSure Technologies, Inc.",21.62,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/osur
ORBC,$740.13M,ORBCOMM Inc.,10.07,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/orbc
ORBK,$2.01B,Orbotech Ltd.,41.95,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/orbk
ORLY,$17.8B,"O&#39;Reilly Automotive, Inc.",202.25,1993,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/orly
OREX,$35.26M,"Orexigen Therapeutics, Inc.",2.285,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orex
ONVO,$213.31M,"Organovo Holdings, Inc.",2.01,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
SEED,$38.69M,Origin Agritech Limited,1.65,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/seed
OACQ,$35.56M,Origo Acquisition Corporation,10.705,2015,Finance,Business Services,http://www.nasdaq.com/symbol/oacq
OACQR,n/a,Origo Acquisition Corporation,0.4749,2015,Finance,Business Services,http://www.nasdaq.com/symbol/oacqr
OACQU,n/a,Origo Acquisition Corporation,10.76,2014,Finance,Business Services,http://www.nasdaq.com/symbol/oacqu
OACQW,n/a,Origo Acquisition Corporation,0.34,2015,Finance,Business Services,http://www.nasdaq.com/symbol/oacqw
OESX,$31.64M,"Orion Energy Systems, Inc.",1.1,2015,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/oesx
ORIT,$753.9M,Oritani Financial Corp.,16.325,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orit
ORRF,$206.49M,Orrstown Financial Services Inc,24.75,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
OFIX,$867.66M,Orthofix International N.V.,47.75,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ofix
OSIS,$1.63B,"OSI Systems, Inc.",86.78,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
OSPR,n/a,Osprey Energy Acquisition Corp.,9.69,2017,Finance,Business Services,http://www.nasdaq.com/symbol/ospr
OSPRU,n/a,Osprey Energy Acquisition Corp.,10,2017,Finance,Business Services,http://www.nasdaq.com/symbol/ospru
OSPRW,n/a,Osprey Energy Acquisition Corp.,0.9,2017,Finance,Business Services,http://www.nasdaq.com/symbol/osprw
OSN,$10.36M,"Ossen Innovation Co., Ltd.",1.57,2010,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/osn
OTEL,$32.3M,Otelco Inc.,9.65,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/otel
OTG,n/a,"OTG EXP, Inc.",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/otg
OTIC,$103.79M,"Otonomy, Inc.",3.425,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/otic
OTTW,$48.54M,"Ottawa Bancorp, Inc.",14,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ottw
OTTR,$1.7B,Otter Tail Corporation,42.95,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ottr
OVAS,$49.96M,OvaScience Inc.,1.4,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
OSTK,$607.51M,"Overstock.com, Inc.",24.3,2002,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ostk
OVID,$213.05M,Ovid Therapeutics Inc.,8.66,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovid
OXBR,$29.22M,Oxbridge Re Holdings Limited,5.05,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbr
OXBRW,n/a,Oxbridge Re Holdings Limited,0.36,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbrw
OXFD,$404.1M,Oxford Immunotec Global PLC,15.8,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/oxfd
OXLC,$245.65M,Oxford Lane Capital Corp.,10.184,2011,n/a,n/a,http://www.nasdaq.com/symbol/oxlc
OXLCM,n/a,Oxford Lane Capital Corp.,25.3804,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlcm
OXLCO,n/a,Oxford Lane Capital Corp.,25.39,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlco
PFIN,$27.29M,"P & F Industries, Inc.",7.5403,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
PTSI,$137M,"P.A.M. Transportation Services, Inc.",21.6,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ptsi
PCAR,$24.85B,PACCAR Inc.,70.71,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar
PACB,$610.32M,"Pacific Biosciences of California, Inc.",5.28,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pacb
PCBK,$578.99M,Pacific Continental Corporation (Ore),25.425,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
PEIX,$239.64M,"Pacific Ethanol, Inc.",5.45,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/peix
PMBC,$208.75M,Pacific Mercantile Bancorp,9,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
PPBI,$1.43B,Pacific Premier Bancorp Inc,35.6,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
PCRX,$1.47B,"Pacira Pharmaceuticals, Inc.",36.5,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx
PACW,$5.77B,PacWest Bancorp,48.1,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
PTIE,$26.84M,"Pain Therapeutics, Inc.",4.07,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptie
PAAS,$2.63B,Pan American Silver Corp.,17.18,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/paas
PANL,$102.26M,Pangaea Logistics Solutions Ltd.,2.335,1996,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/panl
PZZA,$2.64B,"Papa John&#39;s International, Inc.",72.54,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pzza
FRSH,$96.78M,"Papa Murphy&#39;s Holdings, Inc.",5.71,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frsh
PBNC,$297.19M,Paragon Commercial Corporation,54.43,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/pbnc
PRTK,$689.87M,"Paratek Pharmaceuticals, Inc. ",24.85,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prtk
PRXL,$4.5B,PAREXEL International Corporation,87.995,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prxl
PCYG,$231.14M,"Park City Group, Inc.",11.9,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pcyg
PSTB,$627.72M,Park Sterling Corporation,11.78,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
PKBK,$157.28M,"Parke Bancorp, Inc.",20.5,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
PRKR,$29.69M,"ParkerVision, Inc.",1.67,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
PKOH,$534.71M,Park-Ohio Holdings Corp.,42.75,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pkoh
PTNR,$896.33M,Partner Communications Company Ltd.,5.4019,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptnr
PBHC,$64.38M,"Pathfinder Bancorp, Inc.",15.1,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pbhc
PATK,$1.31B,"Patrick Industries, Inc.",77.9,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/patk
PNBK,$64.45M,Patriot National Bancorp Inc.,16.55,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnbk
PATI,$63.27M,"Patriot Transportation Holding, Inc.",19.15,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/pati
PEGI,$2.31B,Pattern Energy Group Inc.,26.31,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pegi
PDCO,$3.55B,"Patterson Companies, Inc.",37.11,1992,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pdco
PTEN,$4.14B,"Patterson-UTI Energy, Inc.",19.37,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pten
PAVM,$81.23M,PAVmed Inc.,6.0932,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pavm
PAVMW,n/a,PAVmed Inc.,1.9,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pavmw
PAYX,$20.87B,"Paychex, Inc.",58.18,1983,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/payx
PCTY,$2.44B,Paylocity Holding Corporation,47.14,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/pcty
PYDS,$20.2M,"Payment Data Systems, Inc.",1.7133,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pyds
PYPL,$77.7B,"PayPal Holdings, Inc.",64.62,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pypl
PBBI,$82.23M,"PB Bancorp, Inc.",10.5,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbbi
CNXN,$695.33M,"PC Connection, Inc.",25.96,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cnxn
PCMI,$163.73M,"PCM, Inc.",13,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/pcmi
PCSB,$328.79M,PCSB Financial Corporation,18.1,2017,Finance,Banks,http://www.nasdaq.com/symbol/pcsb
PCTI,$110.12M,"PC-Tel, Inc.",6.19,1999,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pcti
PDCE,$3.05B,"PDC Energy, Inc.",46.34,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdce
PDFS,$469.15M,"PDF Solutions, Inc.",14.51,2001,Technology,EDP Services,http://www.nasdaq.com/symbol/pdfs
PDLI,$502.3M,"PDL BioPharma, Inc.",3.26,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/pdli
PDVW,$447.67M,"pdvWireless, Inc.",31.05,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pdvw
SKIS,$60.82M,"Peak Resorts, Inc.",4.35,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/skis
PGC,$570.55M,Peapack-Gladstone Financial Corporation,31.97,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/pgc
PEGA,$4.49B,Pegasystems Inc.,57.9,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega
PCO,$174.92M,Pendrell Corporation,7.09,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/pco
PENN,$2.06B,"Penn National Gaming, Inc.",22.565,1994,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/penn
PVAC,$593.68M,Penn Virginia Corporation,39.6,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pvac
PFLT,$464.79M,PennantPark Floating Rate Capital Ltd.,14.31,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pflt
PNNT,$532.25M,PennantPark Investment Corporation,7.49,2007,n/a,n/a,http://www.nasdaq.com/symbol/pnnt
PWOD,$215.89M,"Penns Woods Bancorp, Inc.",46.05,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pwod
WRLS,$375.71M,Pensare Acquisition Corp.,9.68,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrls
WRLSR,n/a,Pensare Acquisition Corp.,0.38,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrlsr
WRLSU,n/a,Pensare Acquisition Corp.,10.2778,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrlsu
WRLSW,n/a,Pensare Acquisition Corp.,0.48,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrlsw
PEBO,$588.67M,Peoples Bancorp Inc.,32.21,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebo
PEBK,$182.53M,"Peoples Bancorp of North Carolina, Inc.",33.49,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebk
PFBX,$76.45M,Peoples Financial Corporation,14.922,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbx
PFIS,$348.06M,Peoples Financial Services Corp. ,47.06,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfis
PBCT,$6B,"People&#39;s United Financial, Inc.",17.41,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbct
PBCTP,n/a,"People&#39;s United Financial, Inc.",26.66,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbctp
PUB,$525.29M,People&#39;s Utah Bancorp,29.25,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/pub
PRCP,$71.66M,"Perceptron, Inc.",7.59,1992,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/prcp
PPHM,$140.7M,Peregrine Pharmaceuticals Inc.,3.12,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pphm
PPHMP,$15.14M,Peregrine Pharmaceuticals Inc.,21.6289,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pphmp
PRFT,$647.57M,"Perficient, Inc.",18.44,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/prft
PFMT,$94.48M,Performant Financial Corporation,1.86,2012,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/pfmt
PERF,$28.88M,"Perfumania Holdings, Inc",1.864,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/perf
PERI,$83.68M,Perion Network Ltd,1.079,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/peri
PESI,$45.68M,"Perma-Fix Environmental Services, Inc.",3.9,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/pesi
PPIH,$65.93M,"Perma-Pipe International Holdings, Inc.",8.65,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ppih
PTX,$32.68M,"Pernix Therapeutics Holdings, Inc.",2.9401,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptx
PERY,$348.19M,Perry Ellis International Inc.,22.16,1993,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pery
PGLC,$83.25M,Pershing Gold Corporation,2.93,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pglc
PETQ,$508.47M,"PetIQ, Inc.",23.66,2017,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/petq
PETS,$738.46M,"PetMed Express, Inc.",35.84,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pets
PFSW,$153.01M,"PFSweb, Inc.",8.06,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pfsw
PGTI,$694.43M,"PGT Innovations, Inc.",14,2006,Capital Goods,Building Products,http://www.nasdaq.com/symbol/pgti
PZRX,$12.04M,"PhaseRx, Inc.",1.03,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pzrx
PHII,$189.56M,"PHI, Inc.",11.9992,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/phii
PHIIK,$190.21M,"PHI, Inc.",12.04,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/phiik
PAHC,$1.41B,Phibro Animal Health Corporation,35.35,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pahc
PLAB,$548.06M,"Photronics, Inc.",7.95,1987,Technology,Semiconductors,http://www.nasdaq.com/symbol/plab
PICO,$379.46M,PICO Holdings Inc.,16.4,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/pico
PIRS,$228.63M,"Pieris Pharmaceuticals, Inc.",5.16,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/pirs
PPC,$7.11B,Pilgrim&#39;s Pride Corporation,28.6,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/ppc
PME,$263.25M,Pingtan Marine Enterprise Ltd.,3.33,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pme
PNK,$1.2B,"Pinnacle Entertainment, Inc.",20.84,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pnk
PNFP,$4.99B,"Pinnacle Financial Partners, Inc.",64.3,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnfp
PPSI,$63.7M,"Pioneer Power Solutions, Inc.",7.3,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/ppsi
PXLW,$160.91M,"Pixelworks, Inc.",4.76,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/pxlw
PLPM,$214.02M,"Planet Payment, Inc.",4.29,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/plpm
PLYA,$1.17B,Playa Hotels & Resorts N.V.,10.65,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plya
PLXS,$1.83B,Plexus Corp.,54.46,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/plxs
PLUG,$554.57M,"Plug Power, Inc.",2.4677,1999,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/plug
PLBC,$105.65M,Plumas Bancorp,20.95,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/plbc
PSTI,$152.35M,"Pluristem Therapeutics, Inc.",1.563,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/psti
PLXP,$55.17M,PLx Pharma Inc.,6.35,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/plxp
PBSK,$64.28M,"Poage Bankshares, Inc.",18.25,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbsk
PNTR,$133.05M,Pointer Telocation Ltd.,16.75,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pntr
PCOM,$156.87M,"Points International, Ltd.",10.55,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcom
POLA,$46.66M,"Polar Power, Inc.",4.6,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pola
COOL,$169.43M,"PolarityTE, Inc.",26.75,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
POOL,$4.45B,Pool Corporation,107.89,1995,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/pool
POPE,$304.52M,Pope Resources,69.75,n/a,Consumer Non-Durables,Environmental Services,http://www.nasdaq.com/symbol/pope
BPOP,$4.08B,"Popular, Inc.",39.97,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpop
BPOPM,n/a,"Popular, Inc.",22.93,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopm
BPOPN,$295.68M,"Popular, Inc.",24.64,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
PBIB,$73.95M,"Porter Bancorp, Inc.",11.8132,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/pbib
PTLA,$3.05B,"Portola Pharmaceuticals, Inc.",52.78,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptla
PBPB,$290.2M,Potbelly Corporation,11.55,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pbpb
PCH,$1.99B,Potlatch Corporation,48.9,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pch
POWL,$330.4M,"Powell Industries, Inc.",28.91,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/powl
POWI,$2.11B,"Power Integrations, Inc.",70.95,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/powi
PLW,$187.36M,PowerShares 1-30 Laddered Treasury Portfolio,32.87,n/a,n/a,n/a,http://www.nasdaq.com/symbol/plw
PKW,$1.31B,PowerShares BuyBack Achievers Portfolio,54.79,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pkw
PFM,$302.58M,PowerShares Dividend Achievers Portfolio,24.5,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfm
PYZ,$101.19M,PowerShares DWA Basic Materials Momentum Portfolio,65.2848,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pyz
PEZ,$25.76M,PowerShares DWA Consumer Cyclicals Momentum Portfolio,46.837,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pez
PSL,$66.53M,PowerShares DWA Consumer Staples Momentum Portfolio,60.48,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psl
PIZ,$224.27M,PowerShares DWA Developed Markets Momentum Portfolio,27.02,n/a,n/a,n/a,http://www.nasdaq.com/symbol/piz
PIE,$210.55M,PowerShares DWA Emerging Markets Momentum Portfolio,19.7699,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pie
PXI,$89.57M,PowerShares DWA Energy Momentum Portfolio,34.45,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pxi
PFI,$72.63M,PowerShares DWA Financial Momentum Portfolio,32.281,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfi
PTH,$144.89M,PowerShares DWA Healthcare Momentum Portfolio,65.86,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pth
PRN,$120.71M,PowerShares DWA Industrials Momentum Portfolio,57.48,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prn
DWLV,$4.44M,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,29.5801,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwlv
PDP,$1.4B,PowerShares DWA Momentum Portfolio,48.53,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdp
DWAQ,$38.61M,PowerShares DWA NASDAQ Momentum Portfolio,96.53,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwaq
DWAS,$188.24M,PowerShares DWA SmallCap Momentum Portfolio,45.36,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwas
DWIN,$114.58M,PowerShares DWA Tactical Multi-Asset Income Portfolio,27.28,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwin
DWTR,$69.16M,PowerShares DWA Tactical Sector Rotation Portfolio,26.6,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwtr
PTF,$116M,PowerShares DWA Technology Momenum Portfolio,49.36,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ptf
PUI,$56.68M,PowerShares DWA Utilities Momentum Portfolio,28.34,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pui
IDLB,$153.49M,PowerShares FTSE International Low Beta Equal Weight Portfolio,28.69,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idlb
PRFZ,$1.7B,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,121.4,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prfz
PAGG,$22.79M,PowerShares Global Agriculture Portfolio,26.8157,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pagg
PSAU,$35.48M,PowerShares Global Gold & Precious Metals Portfolio,19.71,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psau
PIO,$193.79M,PowerShares Global Water Portfolio,24.53,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pio
PGJ,$226.91M,PowerShares Golden Dragon China Portfolio,44.06,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pgj
PEY,$887.4M,PowerShares High Yield Equity Dividend Achievers Portfolio,17,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pey
IPKW,$141.02M,PowerShares International BuyBack Achievers Portfolio,34.82,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipkw
PID,$872.07M,PowerShares International Dividend Achievers Portfolio,16.075,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pid
KBWB,$828.66M,PowerShares KBW Bank Portfolio,50.07,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwb
KBWD,$312.35M,PowerShares KBW High Dividend Yield Financial Portfolio,23.31,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwd
KBWY,$356.46M,PowerShares KBW Premium Yield Equity REIT Portfolio,36.56,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwy
KBWP,$94.5M,PowerShares KBW Property & Casualty Insurance Portfolio,57.27,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwp
KBWR,$149.57M,PowerShares KBW Regional Banking Portfolio,52.48,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwr
LDRI,$22.44M,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.9279,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldri
LALT,$4.31M,PowerShares Multi-Strategy Alternative Portfolio,21.5363,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lalt
PNQI,$472.73M,PowerShares Nasdaq Internet Portfolio,111.23,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi
PDBC,$501.01M,PowerShares Optimum Yield Diversified Commodity Strategy No K-,16.81,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdbc
QQQ,$53.78B,"PowerShares QQQ Trust, Series 1",144.46,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq
USLB,$157.3M,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,29.4,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uslb
PSCD,$61.73M,PowerShares S&P SmallCap Consumer Discretionary Portfolio,53.6758,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscd
PSCC,$52.64M,PowerShares S&P SmallCap Consumer Staples Portfolio,70.19,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscc
PSCE,$38.39M,PowerShares S&P SmallCap Energy Portfolio,13.96,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psce
PSCF,$241.62M,PowerShares S&P SmallCap Financials Portfolio,51.4093,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscf
